gene_symbol	phenotypes
LORICRIN	"Vohwinkel syndrome with ichthyosis, 604117 (3), Autosomal dominant"
GATAD2B	"Mental retardation, autosomal dominant 18, 615074 (3), Autosomal dominant"
RPS27	"?Diamond-Blackfan anemia 17, 617409 (3), Autosomal dominant"
TPM3	"CAP myopathy 1, 609284 (3), Autosomal recessive, Autosomal dominant; Nemaline myopathy 1, autosomal dominant or recessive, 609284 (3), Autosomal recessive, Autosomal dominant; Myopathy, congenital, with fiber-type disproportion, 255310 (3), Autosomal recessive, Autosomal dominant"
HAX1	"Neutropenia, severe congenital 3, autosomal recessive, 610738 (3), Autosomal recessive"
IL6R	"[Interleukin-6 receptor, soluble, serum level of, QTL], 614689 (3); [Interleukin 6, serum level of, QTL], 614752 (3)"
CHRNB2	"Epilepsy, nocturnal frontal lobe, 3, 605375 (3)"
ADAR	"Dyschromatosis symmetrica hereditaria, 127400 (3), Autosomal dominant; Aicardi-Goutieres syndrome 6, 615010 (3), Autosomal recessive"
KCNN3	"Zimmermann-Laband syndrome 3, 618658 (3), Autosomal dominant"
PMVK	"Porokeratosis 1, multiple types, 175800 (3), Autosomal dominant"
FLAD1	"Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency, 255100 (3), Autosomal recessive"
DPM3	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 15, 612937 (3), Autosomal recessive"
MUC1	"Medullary cystic kidney disease 1, 174000 (3), Autosomal dominant"
GBA	"Gaucher disease, type III, 231000 (3), Autosomal recessive; {Parkinson disease, late-onset, susceptibility to}, 168600 (3), Multifactorial, Autosomal dominant; Gaucher disease, type IIIC, 231005 (3), Autosomal recessive; Gaucher disease, type I, 230800 (3), Autosomal recessive; Gaucher disease, perinatal lethal, 608013 (3), Autosomal recessive; Gaucher disease, type II, 230900 (3), Autosomal recessive; {Lewy body dementia, susceptibility to}, 127750 (3), Autosomal dominant"
PKLR	"Pyruvate kinase deficiency, 266200 (3), Autosomal recessive; Adenosine triphosphate, elevated, of erythrocytes, 102900 (3), Autosomal dominant"
FDPS	"Porokeratosis 9, multiple types, 616631 (3), Autosomal dominant"
ASH1L	"Mental retardation, autosomal dominant 52, 617796 (3), Autosomal dominant"
MSTO1	"Myopathy, mitochondrial, and ataxia, 617675 (3), Autosomal recessive, Autosomal dominant"
YY1AP1	"Grange syndrome, 602531 (3), Autosomal recessive"
RIT1	"Noonan syndrome 8, 615355 (3), Autosomal dominant"
ARHGEF2	"?Neurodevelopmental disorder with midbrain and hindbrain malformations, 617523 (3), Autosomal recessive"
LAMTOR2	"Immunodeficiency due to defect in MAPBP-interacting protein, 610798 (3), Autosomal recessive"
LMNA	"Muscular dystrophy, congenital, 613205 (3), Autosomal dominant; Lipodystrophy, familial partial, type 2, 151660 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2B1, 605588 (3), Autosomal recessive; Cardiomyopathy, dilated, 1A, 115200 (3), Autosomal dominant; Heart-hand syndrome, Slovenian type, 610140 (3), Autosomal dominant; Hutchinson-Gilford progeria, 176670 (3), Autosomal recessive, Autosomal dominant; Restrictive dermopathy, lethal, 275210 (3), Autosomal recessive; Mandibuloacral dysplasia, 248370 (3), Autosomal recessive; Emery-Dreifuss muscular dystrophy 2, autosomal dominant, 181350 (3), Autosomal dominant; Emery-Dreifuss muscular dystrophy 3, autosomal recessive, 616516 (3), Autosomal recessive; Malouf syndrome, 212112 (3), Autosomal dominant"
SEMA4A	"Cone-rod dystrophy 10, 610283 (3), Autosomal recessive; Retinitis pigmentosa 35, 610282 (3), Autosomal recessive, Autosomal dominant"
NAXE	"Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 617186 (3), Autosomal recessive"
PRCC	"Renal cell carcinoma, papillary, 605074 (3)"
NTRK1	"Insensitivity to pain, congenital, with anhidrosis, 256800 (3), Autosomal recessive"
SPTA1	"Pyropoikilocytosis, 266140 (3), Autosomal recessive; Elliptocytosis-2, 130600 (3), Autosomal dominant; Spherocytosis, type 3, 270970 (3), Autosomal recessive"
ACKR1	"{Malaria, vivax, protection against}, 611162 (3); [Blood group, Duffy system], 110700 (3), Autosomal recessive, Autosomal dominant; [White blood cell count QTL], 611862 (3), Autosomal recessive"
APCS	"{?Amyloidosis, secondary, susceptibility to} (1)"
PIGM	"Glycosylphosphatidylinositol deficiency, 610293 (3), Autosomal recessive"
KCNJ10	"Enlarged vestibular aqueduct, digenic, 600791 (3), Autosomal recessive; SESAME syndrome, 612780 (3), Autosomal recessive"
ATP1A2	"Migraine, familial hemiplegic, 2, 602481 (3), Autosomal dominant; Migraine, familial basilar, 602481 (3), Autosomal dominant; Alternating hemiplegia of childhood 1, 104290 (3), Autosomal dominant"
CASQ1	"Myopathy, vacuolar, with CASQ1 aggregates, 616231 (3), Autosomal dominant"
DCAF8	"?Giant axonal neuropathy 2, autosomal dominant, 610100 (3), Autosomal dominant"
PEX19	"Peroxisome biogenesis disorder 12A (Zellweger), 614886 (3), Autosomal recessive"
COPA	"{Autoimmune interstitial lung, joint, and kidney disease}, 616414 (3), Autosomal dominant"
NCSTN	"Acne inversa, familial, 1, 142690 (3), Autosomal dominant"
VANGL2	"Neural tube defects, 182940 (3), Autosomal dominant"
CD244	"{Rheumatoid arthritis, susceptibility to}, 180300 (3)"
USF1	"{Hyperlipidemia, familial combined, susceptibility to}, 602491 (3)"
NECTIN4	"Ectodermal dysplasia-syndactyly syndrome 1, 613573 (3), Autosomal recessive"
UFC1	"Neurodevelopmental disorder with spasticity and poor growth, 618076 (3), Autosomal recessive"
PPOX	"Porphyria variegata, 176200 (3), Autosomal dominant"
NDUFS2	"Mitochondrial complex I deficiency, nuclear type 6, 618228 (3), Autosomal recessive"
APOA2	"Apolipoprotein A-II deficiency (3); {Hypercholesterolemia, familial, modifier of}, 143890 (3), Autosomal dominant"
MPZ	"Charcot-Marie-Tooth disease, type 2J, 607736 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 1B, 118200 (3), Autosomal dominant; Dejerine-Sottas disease, 145900 (3), Autosomal recessive, Autosomal dominant; Hypomyelinating neuropathy, congenital, 2, 618184 (3), Autosomal dominant; Charcot-Marie-Tooth disease, dominant intermediate D, 607791 (3), Autosomal dominant; Roussy-Levy syndrome, 180800 (3), Autosomal dominant; Charcot-Marie-Tooth disease, type 2I, 607677 (3), Autosomal dominant"
SDHC	"Paragangliomas 3, 605373 (3), Autosomal dominant; Paraganglioma and gastric stromal sarcoma, 606864 (3); Gastrointestinal stromal tumor, 606764 (3), Autosomal dominant, Isolated cases"
FCGR2A	"{Pseudomonas aeruginosa, susceptibility to chronic infection by, in cystic fibrosis}, 219700 (3), Autosomal recessive; {Lupus nephritis, susceptibility to}, 152700 (3), Autosomal dominant; {Malaria, severe, susceptibility to}, 611162 (3)"
FCGR3A	"Immunodeficiency 20, 615707 (3), Autosomal recessive"
FCGR3B	"Neutropenia, alloimmune neonatal (3)"
FCGR2B	"{Malaria, resistance to}, 611162 (3); {Systemic lupus erythematosus, susceptibility to}, 152700 (3), Autosomal dominant"
ATF6	"Achromatopsia 7, 616517 (3), Autosomal recessive"
DDR2	"Spondylometaepiphyseal dysplasia, short limb-hand type, 271665 (3), Autosomal recessive; Warburg-Cinotti syndrome, 618175 (3), Autosomal dominant"
RGS5	"[Blood pressure regulation QTL], 145500 (2), Multifactorial"
PBX1	"Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay, 617641 (3), Autosomal dominant"
LMX1A	"Deafness, autosomal dominant 7, 601412 (3), Autosomal dominant"
TMCO1	"Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome, 213980 (3), Autosomal recessive"
CD247	"?Immunodeficiency 25, 610163 (3), Autosomal recessive"
ADCY10	"{Hypercalciuria, absorptive, susceptibility to}, 143870 (3), Autosomal dominant"
TBX19	"Adrenocorticotropic hormone deficiency, 201400 (3), Autosomal recessive"
ATP1B1	"[Blood pressure regulation QTL], 145500 (2), Multifactorial"
SLC19A2	"Thiamine-responsive megaloblastic anemia syndrome, 249270 (3), Autosomal recessive"
F5	"{Pregnancy loss, recurrent, susceptibility to, 1}, 614389 (3), Autosomal dominant; Thrombophilia due to activated protein C resistance, 188055 (3), Autosomal dominant; {Thrombophilia, susceptibility to, due to factor V Leiden}, 188055 (3), Autosomal dominant; Factor V deficiency, 227400 (3), Autosomal recessive; {Budd-Chiari syndrome}, 600880 (3), Autosomal recessive; {Stroke, ischemic, susceptibility to}, 601367 (3), Multifactorial"
GORAB	"Geroderma osteodysplasticum, 231070 (3), Autosomal recessive"
PRRX1	"Agnathia-otocephaly complex, 202650 (3), Autosomal recessive, Autosomal dominant"
FMO3	"Trimethylaminuria, 602079 (3), Autosomal recessive"
MYOC	"Glaucoma 1A, primary open angle, 137750 (3), Autosomal dominant"
EEF1AKNMT	"?{Deafness, autosomal recessive 26, modifier of}, 605429 (3), Autosomal dominant"
PIGC	"Glycosylphosphatidylinositol biosynthesis defect 16, 617816 (3), Autosomal recessive"
FASLG	"Autoimmune lymphoproliferative syndrome, type IB, 601859 (3), Autosomal dominant; {Lung cancer, susceptibility to}, 211980 (3), Autosomal dominant, Somatic mutation"
TNFSF4	"{Myocardial infarction, susceptibility to}, 608446 (3)"
DARS2	"Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation, 611105 (3), Autosomal recessive"
SERPINC1	"Thrombophilia due to antithrombin III deficiency, 613118 (3), Autosomal recessive, Autosomal dominant"
MRPS14	"?Combined oxidative phosphorylation deficiency 38, 618378 (3), Autosomal recessive"
NPHS2	"Nephrotic syndrome, type 2, 600995 (3), Autosomal recessive"
TOR1AIP1	"?Muscular dystrophy, autosomal recessive, with rigid spine and distal joint contractures, 617072 (3), Autosomal recessive"
LHX4	"Pituitary hormone deficiency, combined, 4, 262700 (3), Autosomal dominant"
XPR1	"Basal ganglia calcification, idiopathic, 6, 616413 (3), Autosomal dominant"
CACNA1E	"Epileptic encephalopathy, early infantile, 69, 618285 (3), Autosomal dominant"
GLUL	"Glutamine deficiency, congenital, 610015 (3), Autosomal recessive"
RNASEL	"Prostate cancer 1, 601518 (3), Autosomal dominant"
LAMC2	"Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3), Autosomal recessive; Epidermolysis bullosa, junctional, Herlitz type, 226700 (3), Autosomal recessive"
NCF2	"Chronic granulomatous disease due to deficiency of NCF-2, 233710 (3), Autosomal recessive"
TSEN15	"Pontocerebellar hypoplasia, type 2F, 617026 (3), Autosomal recessive"
HMCN1	"{Macular degeneration, age-related, 1}, 603075 (3), Autosomal dominant"
PRG4	"Camptodactyly-arthropathy-coxa vara-pericarditis syndrome, 208250 (3), Autosomal recessive"
PLA2G4A	"Gastrointestinal ulceration, recurrent, with dysfunctional platelets, 618372 (3), Autosomal recessive"
CDC73	"Parathyroid adenoma with cystic changes, 145001 (3), Autosomal dominant; Hyperparathyroidism-jaw tumor syndrome, 145001 (3), Autosomal dominant; Parathyroid carcinoma, 608266 (3); Hyperparathyroidism, familial primary, 145000 (3), Autosomal dominant"
KCNT2	"?Epileptic encephalopathy, early infantile, 57, 617771 (3), Autosomal dominant"
CFH	"Complement factor H deficiency, 609814 (3), Autosomal recessive, Autosomal dominant; {Hemolytic uremic syndrome, atypical, susceptibility to, 1}, 235400 (3), Autosomal recessive, Autosomal dominant; Basal laminar drusen, 126700 (3), Autosomal dominant; {Macular degeneration, age-related, 4}, 610698 (3)"
CFHR3	"{Macular degeneration, age-related, reduced risk of}, 603075 (3), Autosomal dominant; {Hemolytic uremic syndrome, atypical, susceptibility to}, 235400 (3), Autosomal recessive, Autosomal dominant"
CFHR1	"{Hemolytic uremic syndrome, atypical, susceptibility to}, 235400 (3), Autosomal recessive, Autosomal dominant; {Macular degeneration, age-related, reduced risk of}, 603075 (3), Autosomal dominant"
CFHR5	"Nephropathy due to CFHR5 deficiency, 614809 (3), Autosomal dominant"
F13B	"Factor XIIIB deficiency, 613235 (3), Autosomal recessive"
ASPM	"Microcephaly 5, primary, autosomal recessive, 608716 (3), Autosomal recessive"
CRB1	"Pigmented paravenous chorioretinal atrophy, 172870 (3), Autosomal dominant; Retinitis pigmentosa-12, 600105 (3), Autosomal recessive; Leber congenital amaurosis 8, 613835 (3), Autosomal recessive"
PTPRC	"{Hepatitis C virus, susceptibility to}, 609532 (3); Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive, 608971 (3), Autosomal recessive"
KIF14	"Microcephaly 20, primary, autosomal recessive, 617914 (3), Autosomal recessive; ?Meckel syndrome 12, 616258 (3), Autosomal recessive"
DDX59	"Orofaciodigital syndrome V, 174300 (3), Autosomal recessive"
INAVA	"{Inflammatory bowel disease 29}, 618077 (3), Autosomal dominant"
CACNA1S	"{Malignant hyperthermia susceptibility 5}, 601887 (3), Autosomal dominant; {Thyrotoxic periodic paralysis, susceptibility to, 1}, 188580 (3), Autosomal dominant; {Malignant hyperthermia, susceptibility to, 5}, 601887 (3), Autosomal dominant; Hypokalemic periodic paralysis, type 1, 170400 (3), Autosomal dominant"
PKP1	"Ectodermal dysplasia/skin fragility syndrome, 604536 (3), Autosomal recessive"
TNNT2	"Cardiomyopathy, familial restrictive, 3, 612422 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 2, 115195 (3), Autosomal dominant; Left ventricular noncompaction 6, 601494 (3), Autosomal dominant; Cardiomyopathy, dilated, 1D, 601494 (3), Autosomal dominant"
UBE2T	"Fanconi anemia, complementation group T, 616435 (3), Autosomal recessive"
SYT2	"Myasthenic syndrome, congenital, 7, presynaptic, 616040 (3), Autosomal dominant"
KDM5B	"Mental retardation, autosomal recessive 65, 618109 (3), Autosomal recessive"
CHI3L1	"{Schizophrenia, susceptibility to}, 181500 (3), Autosomal dominant; {Asthma-related traits, susceptibility to, 7}, 611960 (3)"
CHIT1	"[Chitotriosidase deficiency], 614122 (3), Autosomal recessive"
SNRPE	"Hypotrichosis 11, 615059 (3), Autosomal dominant"
REN	"[Hyperproreninemia] (3); Renal tubular dysgenesis, 267430 (3), Autosomal recessive; Hyperuricemic nephropathy, familial juvenile 2, 613092 (3), Autosomal dominant"
KISS1	"?Hypogonadotropic hypogonadism 13 with or without anosmia, 614842 (3), Autosomal recessive"
PPP1R15B	"Microcephaly, short stature, and impaired glucose metabolism 2, 616817 (3), Autosomal recessive"
MDM4	"?Bone marrow failure syndrome 6, 618849 (3), Autosomal dominant"
NFASC	"Neurodevelopmental disorder with central and peripheral motor dysfunction, 618356 (3), Autosomal recessive"
CNTN2	"?Epilepsy, myoclonic, familial adult, 5, 615400 (3), Autosomal recessive"
DSTYK	"Congenital anomalies of kidney and urinary tract 1, 610805 (3), Autosomal dominant; Spastic paraplegia 23, 270750 (3), Autosomal recessive"
IL10	"{Graft-versus-host disease, protection against}, 614395 (3); {HIV-1, susceptibility to}, 609423 (3); {Rheumatoid arthritis, progression of}, 180300 (3)"
CD55	"[Blood group Cromer], 613793 (3), Autosomal recessive; Complement hyperactivation, angiopathic thrombosis, and protein-losing enteropathy, 226300 (3), Autosomal recessive"
CR2	"{Systemic lupus erythematosus, susceptibility to, 9}, 610927 (3); Immunodeficiency, common variable, 7, 614699 (3), Autosomal recessive"
CR1	"[Blood group, Knops system], 607486 (3); {Malaria, severe, resistance to}, 611162 (3)"
CD46	"{Hemolytic uremic syndrome, atypical, susceptibility to, 2}, 612922 (3), Autosomal recessive, Autosomal dominant"
LAMB3	"Amelogenesis imperfecta, type IA, 104530 (3), Autosomal dominant; Epidermolysis bullosa, junctional, Herlitz type, 226700 (3), Autosomal recessive; Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3), Autosomal recessive"
HSD11B1	"Cortisone reductase deficiency 2, 614662 (3), Autosomal dominant"
IRF6	"Popliteal pterygium syndrome 1, 119500 (3), Autosomal dominant; {Orofacial cleft 6}, 608864 (3), Autosomal dominant; van der Woude syndrome, 119300 (3), Autosomal dominant"
SYT14	"?Spinocerebellar ataxia, autosomal recessive 11, 614229 (3), Autosomal recessive"
KCNH1	"Temple-Baraitser syndrome, 611816 (3), Autosomal dominant; Zimmermann-Laband syndrome 1, 135500 (3), Autosomal dominant"
RD3	"Leber congenital amaurosis 12, 610612 (3), Autosomal recessive"
NEK2	"?Retinitis pigmentosa 67, 615565 (3), Autosomal recessive"
FLVCR1	"Ataxia, posterior column, with retinitis pigmentosa, 609033 (3), Autosomal recessive"
PTPN14	"Choanal atresia and lymphedema, 613611 (3), Autosomal recessive"
CENPF	"Stromme syndrome, 243605 (3), Autosomal recessive"
USH2A	"Retinitis pigmentosa 39, 613809 (3); Usher syndrome, type 2A, 276901 (3), Autosomal recessive"
TGFB2	"Loeys-Dietz syndrome 4, 614816 (3), Autosomal dominant"
SLC30A10	"Hypermanganesemia with dystonia 1, 613280 (3), Autosomal recessive"
EPRS1	"Leukodystrophy, hypomyelinating, 15, 617951 (3), Autosomal recessive"
IARS2	"?Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia, 616007 (3), Autosomal recessive"
RAB3GAP2	"Warburg micro syndrome 2, 614225 (3), Autosomal recessive; Martsolf syndrome, 212720 (3), Autosomal recessive"
TLR5	"{Systemic lupus erythematosus, susceptibility to, 1}, 601744 (3); {Systemic lupus erythematosus, resistance to}, 601744 (3); {Melioidosis, susceptibility to}, 615557 (3); {Legionnaire disease, susceptibility to}, 608556 (3)"
DEGS1	"Leukodystrophy, hypomyelinating, 18, 618404 (3), Autosomal recessive"
WDR26	"Skraban-Deardorff syndrome, 617616 (3), Autosomal dominant"
LBR	"Pelger-Huet anomaly, 169400 (3), Autosomal dominant; Greenberg skeletal dysplasia, 215140 (3), Autosomal recessive; ?Reynolds syndrome, 613471 (3), Autosomal dominant; Pelger-Huet anomaly with mild skeletal anomalies, 618019 (3)"
EPHX1	"?Hypercholanemia, familial, 607748 (3), Autosomal recessive"
TMEM63A	"Leukodystrophy, hypomyelinating, 19, transient infantile, 618688 (3), Autosomal dominant"
PYCR2	"Leukodystrophy, hypomyelinating, 10, 616420 (3), Autosomal recessive"
PSEN2	"Alzheimer disease-4, 606889 (3), Autosomal dominant; Cardiomyopathy, dilated, 1V, 613697 (3), Autosomal dominant"
COQ8A	"Coenzyme Q10 deficiency, primary, 4, 612016 (3), Autosomal recessive"
ARF1	"Periventricular nodular heterotopia 8, 618185 (3), Autosomal dominant"
GJC2	"Spastic paraplegia 44, autosomal recessive, 613206 (3), Autosomal recessive; Lymphatic malformation 3, 613480 (3), Autosomal dominant; Leukodystrophy, hypomyelinating, 2, 608804 (3), Autosomal recessive"
